id,data_venda,preco,quartos,banheiros,m2_construido_total,m2_terreno_total,andares,beira-mar,vista_geral,condicao,nivel_construcao,m2_construidos_chao,m2_porao,ano_construído,ano_reformado,cep,latitude,longitude,construcao_1955,sem_porao,ano_venda,mes_venda,estacoes,boa_condicao,bom_nivel_construcao
1794500383,2014-06-26,937000.0,3,1.75,227.61,250.0,2.0,0,0,3,8,162.58,65.03,1915,0,98119,47.6386,-122.36,1,1,2014,6,verao,0,0
3303700376,2014-12-01,667000.0,3,1.0,130.06,146.88,1.5,0,0,5,8,130.06,0.0,1909,0,98112,47.6221,-122.314,1,0,2014,12,inverno,1,0
5101402488,2014-06-24,438000.0,3,1.75,141.21,592.72,1.0,0,0,3,7,73.39,67.82,1948,0,98115,47.695,-122.304,1,1,2014,6,verao,0,0
1873100390,2015-03-02,719000.0,4,2.5,238.76,666.39,2.0,0,0,3,8,238.76,0.0,2005,0,98052,47.7073,-122.11,0,0,2015,3,primavera,0,0
8562750320,2014-11-10,580500.0,3,2.5,215.54,369.75,2.0,0,0,3,8,215.54,0.0,2003,0,98027,47.5391,-122.07,0,0,2014,11,outono,0,0
2426039314,2014-12-01,280000.0,2,1.5,110.55,117.52,3.0,0,0,3,7,110.55,0.0,2005,0,98133,47.7274,-122.357,0,0,2014,12,inverno,0,0
461000390,2014-06-24,687500.0,4,1.75,216.46,464.52,1.5,0,0,4,7,140.28,76.18,1929,0,98117,47.6823,-122.368,1,1,2014,6,verao,1,0
7589200193,2014-11-10,535000.0,3,1.0,101.26,278.71,1.5,0,0,4,8,101.26,0.0,1929,0,98117,47.6889,-122.375,1,0,2014,11,outono,1,0
7955080270,2014-12-03,322500.0,4,2.75,191.38,618.64,1.0,0,0,3,7,118.92,72.46,1981,0,98058,47.4276,-122.157,0,1,2014,12,inverno,0,0
9547205180,2014-06-13,696000.0,3,2.5,213.68,284.28,1.5,0,0,3,8,140.28,73.39,1930,2002,98115,47.6827,-122.31,1,1,2014,6,verao,0,0
9435300030,2014-05-28,550000.0,4,1.0,154.22,3237.49,1.0,0,0,1,5,86.4,67.82,1933,0,98052,47.6621,-122.132,1,1,2014,5,primavera,0,0
2768000400,2014-12-30,640000.0,4,2.0,219.25,557.42,2.0,0,0,4,8,219.25,0.0,1904,0,98107,47.6702,-122.362,1,0,2014,12,inverno,1,0
7895500070,2015-02-13,240000.0,4,1.0,113.34,750.19,1.0,0,0,2,7,82.68,30.66,1969,0,98001,47.3341,-122.282,0,1,2015,2,inverno,0,0
2078500320,2014-06-20,605000.0,4,2.5,243.41,701.7,2.0,0,0,3,8,243.41,0.0,1996,0,98056,47.5301,-122.18,0,0,2014,6,verao,0,0
5547700270,2014-07-15,625000.0,4,2.5,238.76,512.82,2.0,0,0,3,9,238.76,0.0,2000,0,98074,47.6145,-122.027,0,0,2014,7,verao,0,0
7766200013,2014-08-11,775000.0,4,2.25,392.05,2246.95,1.0,0,0,3,8,241.55,150.5,1984,0,98166,47.445,-122.347,0,1,2014,8,verao,0,0
7203220400,2014-07-07,861990.0,5,2.75,333.99,523.88,2.0,0,0,3,9,333.99,0.0,2014,0,98053,47.6848,-122.016,0,0,2014,7,verao,0,0
9270200160,2014-10-28,685000.0,3,1.0,145.86,211.82,2.0,0,0,3,7,145.86,0.0,1922,0,98119,47.6413,-122.364,1,0,2014,10,outono,0,0
1432701230,2014-07-29,309000.0,3,1.0,118.92,897.07,1.0,0,0,4,6,85.47,33.45,1959,0,98058,47.4485,-122.175,0,1,2014,7,verao,1,0
8035350320,2014-07-18,488000.0,3,2.5,293.57,1263.76,2.0,0,0,3,8,293.57,0.0,2003,0,98019,47.7443,-121.977,0,0,2014,7,verao,0,0
8945200830,2015-03-25,210490.0,3,1.0,91.97,792.28,1.0,0,0,3,6,91.97,0.0,1966,0,98023,47.3066,-122.371,0,0,2015,3,primavera,0,0
4178300310,2014-07-16,785000.0,4,2.5,212.75,1246.39,2.0,0,0,4,9,212.75,0.0,1981,0,98007,47.6194,-122.151,0,0,2014,7,verao,1,0
9215400105,2015-04-28,450000.0,3,1.75,116.13,553.98,1.0,0,0,4,7,116.13,0.0,1953,0,98115,47.6796,-122.301,1,0,2015,4,primavera,1,0
822039084,2015-03-11,1350000.0,3,2.5,255.76,6039.16,1.0,1,2,5,9,201.14,54.63,1953,0,98070,47.4041,-122.451,1,1,2015,3,primavera,1,0
5245600105,2014-09-16,228000.0,3,1.0,110.55,854.62,1.0,0,0,3,7,110.55,0.0,1955,0,98148,47.4258,-122.322,0,0,2014,9,outono,0,0
7231300125,2015-02-17,345000.0,5,2.5,292.64,848.58,1.0,0,0,4,8,152.36,140.28,1966,0,98056,47.4934,-122.189,0,1,2015,2,inverno,1,0
7518505990,2014-12-31,600000.0,3,1.75,130.99,379.04,1.0,0,0,4,7,92.9,38.09,1950,0,98117,47.6808,-122.384,1,1,2014,12,inverno,1,0
3626039271,2015-02-05,585000.0,2,1.75,183.95,794.32,1.0,0,0,3,7,91.97,91.97,1981,0,98117,47.6989,-122.369,0,1,2015,2,inverno,0,0
4217401195,2015-03-03,920000.0,5,2.25,253.63,557.42,1.5,0,0,3,8,197.88,55.74,1927,0,98105,47.6571,-122.281,1,1,2015,3,primavera,0,0
9822700295,2014-05-12,885000.0,4,2.5,262.92,464.52,2.0,0,0,3,9,262.92,0.0,1995,0,98105,47.6597,-122.29,0,0,2014,5,primavera,0,0
9478500640,2014-08-19,292500.0,4,2.5,209.03,417.6,2.0,0,0,3,7,209.03,0.0,2008,0,98042,47.3663,-122.114,0,0,2014,8,verao,0,0
2799800710,2015-04-07,301000.0,3,2.5,224.83,441.29,2.0,0,0,3,8,224.83,0.0,2003,0,98042,47.3663,-122.122,0,0,2015,4,primavera,0,0
7922800400,2014-08-27,951000.0,5,3.25,301.93,1332.42,2.0,0,4,4,8,301.93,0.0,1968,0,98008,47.588,-122.116,0,0,2014,8,verao,1,0
8079040320,2015-02-23,430000.0,4,3.0,171.87,926.8,2.0,0,0,3,8,171.87,0.0,1991,0,98059,47.5059,-122.149,0,0,2015,2,inverno,0,0
1516000055,2014-12-10,650000.0,3,2.25,199.74,1972.8,1.0,0,3,4,8,147.72,52.03,1959,0,98166,47.4336,-122.339,0,1,2014,12,inverno,1,0
9558200045,2014-08-28,289000.0,3,1.75,117.06,780.39,1.0,0,0,3,7,117.06,0.0,1954,0,98148,47.4366,-122.335,1,0,2014,8,verao,0,0
5072410070,2014-10-21,505000.0,3,1.75,234.02,807.33,2.0,0,0,5,8,234.02,0.0,1973,0,98166,47.4428,-122.344,0,0,2014,10,outono,1,0
9528102996,2014-12-07,549000.0,3,1.75,143.07,96.99,3.0,0,0,3,8,143.07,0.0,2014,0,98115,47.6765,-122.32,0,0,2014,12,inverno,0,0
1189001180,2014-06-03,425000.0,3,2.25,154.22,557.42,1.0,0,0,3,7,103.12,51.1,1979,0,98122,47.6113,-122.297,0,1,2014,6,verao,0,0
3253500160,2014-11-20,317625.0,3,2.75,257.34,353.87,1.5,0,0,5,7,164.44,92.9,1925,0,98144,47.5747,-122.304,1,1,2014,11,outono,1,0
3394100030,2014-09-09,975000.0,4,2.5,252.7,1026.49,2.0,0,0,3,10,252.7,0.0,1989,0,98004,47.5815,-122.192,0,0,2014,9,outono,0,1
3717000160,2014-10-09,287000.0,4,2.5,208.1,431.81,2.0,0,0,3,7,208.1,0.0,2005,0,98001,47.3378,-122.257,0,0,2014,10,outono,0,0
1274500060,2014-08-25,204000.0,3,1.0,92.9,1121.34,1.0,0,0,4,7,92.9,0.0,1968,0,98042,47.3621,-122.11,0,0,2014,8,verao,1,0
1802000060,2014-06-12,1325000.0,5,2.25,297.29,1872.74,1.0,0,0,3,8,148.64,148.64,1965,0,98004,47.6303,-122.215,0,1,2014,6,verao,0,0
1525059190,2014-09-12,1040000.0,5,3.25,443.15,4653.88,1.0,0,0,4,11,285.21,157.94,1973,0,98005,47.6525,-122.16,0,1,2014,9,outono,1,1
1049000060,2015-01-05,325000.0,3,2.0,117.06,521.37,1.0,0,0,4,7,117.06,0.0,1972,0,98034,47.7362,-122.179,0,0,2015,1,inverno,1,0
8820901275,2014-06-10,571000.0,4,2.0,255.48,725.29,1.5,0,0,5,7,209.03,46.45,1916,0,98125,47.7168,-122.287,1,1,2014,6,verao,1,0
5416510140,2014-07-10,360000.0,4,2.5,221.11,464.52,2.0,0,0,3,8,221.11,0.0,2005,0,98038,47.3608,-122.036,0,0,2014,7,verao,0,0
3444100400,2015-03-16,349000.0,3,1.75,166.3,4694.3,1.0,0,0,5,7,101.26,65.03,1965,0,98042,47.3511,-122.073,0,1,2015,3,primavera,1,0
3276920270,2014-11-05,832500.0,4,4.0,318.66,3261.08,2.0,0,0,4,10,222.04,96.62,1986,0,98075,47.5822,-121.987,0,1,2014,11,outono,1,1
4036801170,2014-10-13,380000.0,4,1.75,163.51,678.19,1.0,0,0,3,7,81.75,81.75,1956,0,98008,47.6034,-122.125,0,1,2014,10,outono,0,0
2391600320,2015-04-20,480000.0,3,1.0,96.62,470.09,1.0,0,0,3,7,96.62,0.0,1941,0,98116,47.5636,-122.394,1,0,2015,4,primavera,0,0
6300000287,2014-06-09,410000.0,3,1.0,130.99,470.09,1.0,0,0,4,7,84.54,46.45,1956,0,98133,47.7073,-122.34,0,1,2014,6,verao,1,0
1531000030,2015-03-23,720000.0,4,2.5,320.52,3686.67,2.0,0,0,3,10,320.52,0.0,2002,0,98010,47.342,-122.025,0,0,2015,3,primavera,0,1
5104520400,2014-12-02,390000.0,3,2.5,218.32,473.81,2.0,0,0,3,8,218.32,0.0,2003,0,98038,47.3512,-122.008,0,0,2014,12,inverno,0,0
7437100340,2014-12-22,360000.0,4,2.5,176.52,547.11,2.0,0,0,3,7,176.52,0.0,1992,0,98038,47.349,-122.031,0,0,2014,12,inverno,0,0
9418400240,2014-10-28,355000.0,2,1.0,187.66,624.31,1.0,0,0,3,7,93.83,93.83,1948,0,98118,47.5474,-122.291,1,1,2014,10,outono,0,0
1523059105,2015-01-28,356000.0,3,1.5,156.08,809.37,1.0,0,0,3,8,156.08,0.0,1964,0,98059,47.4811,-122.149,0,0,2015,1,inverno,0,0
1133000671,2014-06-02,315000.0,3,1.0,89.19,616.32,1.0,0,0,3,6,89.19,0.0,1952,0,98125,47.7264,-122.31,1,0,2014,6,verao,0,0
4232902595,2014-11-14,940000.0,3,1.5,198.81,334.45,2.0,0,0,3,9,176.52,22.3,1925,0,98119,47.6337,-122.365,1,1,2014,11,outono,0,0
2599001200,2014-11-03,305000.0,5,2.25,247.12,780.39,1.5,0,0,5,7,247.12,0.0,1961,0,98092,47.2909,-122.189,0,0,2014,11,outono,1,0
3342103156,2014-06-18,461000.0,3,3.25,257.34,583.25,2.0,0,0,3,9,183.95,73.39,2006,0,98056,47.5228,-122.199,0,1,2014,6,verao,0,0
1332700270,2014-05-19,215000.0,2,2.25,149.57,189.52,2.0,0,0,4,7,149.57,0.0,1979,0,98056,47.518,-122.194,0,0,2014,5,primavera,1,0
3869900162,2014-09-04,335000.0,2,1.75,95.69,99.03,2.0,0,0,3,7,71.07,24.62,2006,0,98136,47.5394,-122.387,0,1,2014,9,outono,0,0
2791500270,2014-05-22,243500.0,4,2.5,183.95,687.76,2.0,0,0,3,7,183.95,0.0,1988,0,98023,47.2897,-122.372,0,0,2014,5,primavera,0,0
5036300431,2015-03-11,1099880.0,5,2.75,327.02,590.21,2.0,0,0,4,10,327.02,0.0,2001,0,98199,47.6506,-122.391,0,0,2015,3,primavera,1,1
4168000060,2015-02-26,153000.0,3,1.0,111.48,975.48,1.0,0,0,3,7,111.48,0.0,1962,0,98023,47.322,-122.351,0,0,2015,2,inverno,0,0
6021501535,2014-07-25,430000.0,3,1.5,146.79,464.52,1.0,0,0,3,8,119.84,26.94,1939,0,98117,47.687,-122.386,1,1,2014,7,verao,0,0
6021501535,2014-12-23,700000.0,3,1.5,146.79,464.52,1.0,0,0,3,8,119.84,26.94,1939,0,98117,47.687,-122.386,1,1,2014,12,inverno,0,0
1483300570,2014-09-08,905000.0,4,2.5,306.58,952.26,1.0,0,0,3,7,222.04,84.54,1946,1991,98040,47.5873,-122.249,1,1,2014,9,outono,0,0
3422049190,2015-03-30,247500.0,3,1.75,182.09,1456.81,1.0,0,0,3,7,182.09,0.0,1967,0,98032,47.3576,-122.277,0,0,2015,3,primavera,0,0
1099611230,2014-09-12,199000.0,4,1.5,107.77,594.58,1.0,0,0,4,7,107.77,0.0,1975,0,98023,47.3036,-122.378,0,0,2014,9,outono,1,0
722079104,2014-07-11,314000.0,3,1.75,168.15,3883.35,1.0,0,0,5,7,112.41,55.74,1980,0,98038,47.4109,-121.958,0,1,2014,7,verao,1,0
7338200240,2014-05-16,437500.0,3,2.5,215.54,3423.2,2.0,0,2,3,9,215.54,0.0,1992,0,98045,47.4838,-121.714,0,0,2014,5,primavera,0,0
1952200240,2014-06-11,850830.0,3,2.5,192.31,1230.13,1.5,0,0,5,9,117.99,74.32,1910,0,98102,47.6415,-122.315,1,1,2014,6,verao,1,0
5200100125,2014-10-27,555000.0,3,2.0,183.95,323.12,1.5,0,0,4,7,133.78,50.17,1929,0,98117,47.6775,-122.372,1,1,2014,10,outono,1,0
7214720075,2014-12-12,699950.0,3,2.25,203.46,9995.72,2.0,0,0,4,8,203.46,0.0,1983,0,98077,47.7731,-122.08,0,0,2014,12,inverno,1,0
2450000295,2014-10-07,1088000.0,3,2.5,271.28,753.72,2.0,0,0,3,8,271.28,0.0,1950,2010,98004,47.5814,-122.196,1,0,2014,10,outono,0,0
6197800045,2014-09-24,290000.0,3,1.0,112.41,3151.18,1.0,0,0,3,7,112.41,0.0,1954,0,98058,47.4375,-122.184,1,0,2014,9,outono,0,0
1328310370,2015-04-02,375000.0,3,2.5,217.39,929.49,1.0,0,0,4,8,135.64,81.75,1978,0,98058,47.4431,-122.133,0,1,2015,4,primavera,1,0
546000875,2014-05-23,460000.0,3,1.0,155.15,372.08,1.5,0,0,4,7,108.7,46.45,1939,0,98117,47.6878,-122.38,1,1,2014,5,primavera,1,0
3530510041,2014-07-23,188500.0,2,1.75,115.2,231.61,1.0,0,0,4,8,115.2,0.0,1985,0,98198,47.3813,-122.322,0,0,2014,7,verao,1,0
1853000400,2015-03-05,680000.0,4,2.5,291.72,2604.72,2.0,0,0,4,10,291.72,0.0,1991,0,98077,47.7304,-122.082,0,0,2015,3,primavera,1,1
3134100116,2014-08-27,470000.0,5,1.75,188.59,1146.61,2.0,0,0,4,7,188.59,0.0,1942,0,98052,47.6417,-122.109,1,0,2014,8,verao,1,0
9545230140,2014-07-25,597750.0,4,2.5,214.61,894.1,2.0,0,0,3,8,214.61,0.0,1984,0,98027,47.5386,-122.053,0,0,2014,7,verao,0,0
3362400511,2015-03-04,570000.0,3,1.75,117.06,309.18,1.0,0,0,5,6,65.03,52.03,1905,0,98103,47.6823,-122.349,1,1,2015,3,primavera,1,0
2525310310,2014-09-16,272500.0,3,1.75,143.07,1170.58,1.0,0,0,4,7,107.77,35.3,1980,0,98038,47.3624,-122.031,0,1,2014,9,outono,1,0
6126500060,2014-11-24,329950.0,3,1.75,193.24,554.54,1.0,0,2,3,7,100.34,92.9,1971,0,98108,47.5474,-122.295,0,1,2014,11,outono,0,0
8961960160,2014-10-28,480000.0,4,2.5,300.08,1502.34,2.0,0,3,3,9,234.12,65.96,2001,0,98001,47.3183,-122.253,0,1,2014,10,outono,0,0
3626039325,2014-11-21,740500.0,3,3.5,406.92,589.93,2.0,0,0,3,8,258.27,148.64,1900,1999,98117,47.6981,-122.368,1,1,2014,11,outono,0,0
3362400431,2014-06-26,518500.0,3,3.5,147.72,102.38,3.0,0,0,3,8,147.72,0.0,2010,0,98103,47.6824,-122.347,0,0,2014,6,verao,0,0
4060000240,2014-06-23,205425.0,2,1.0,81.75,629.88,1.0,0,0,4,6,81.75,0.0,1945,0,98178,47.5009,-122.248,1,0,2014,6,verao,1,0
3454800060,2015-01-08,171800.0,4,2.0,145.86,891.87,1.0,0,0,3,6,145.86,0.0,1950,0,98168,47.4965,-122.303,1,0,2015,1,inverno,0,0
1695900060,2015-05-11,535000.0,4,1.0,149.57,277.04,1.5,0,0,4,7,149.57,0.0,1925,0,98144,47.587,-122.294,1,0,2015,5,primavera,1,0
7278700070,2015-01-02,660000.0,3,2.5,222.97,601.45,1.0,0,2,3,8,144.93,78.04,1964,0,98177,47.7728,-122.386,0,1,2015,1,inverno,0,0
6675500070,2014-11-19,391500.0,3,2.0,134.71,848.39,1.0,0,0,3,7,134.71,0.0,1987,0,98034,47.7288,-122.226,0,0,2014,11,outono,0,0
3626039187,2015-04-06,395000.0,2,1.0,71.54,557.42,1.0,0,0,3,6,71.54,0.0,1953,0,98117,47.6999,-122.364,1,0,2015,4,primavera,0,0
3524049083,2014-11-04,445000.0,4,1.75,195.1,408.77,1.5,0,0,5,7,159.79,35.3,1924,0,98118,47.5299,-122.266,1,1,2014,11,outono,1,0
3275860240,2014-06-18,770000.0,3,2.25,270.35,947.98,2.0,0,0,3,9,270.35,0.0,1990,0,98052,47.6897,-122.098,0,0,2014,6,verao,0,0
4389200955,2015-03-02,1450000.0,4,2.75,255.48,1652.65,1.5,0,0,3,8,183.95,71.54,1914,1992,98004,47.6141,-122.212,1,1,2015,3,primavera,0,0
4058801670,2014-07-17,445000.0,3,2.25,195.1,761.9,1.0,0,2,3,8,150.5,44.59,1967,0,98178,47.5091,-122.244,0,1,2014,7,verao,0,0
8732020310,2014-07-17,260000.0,4,2.25,200.67,818.57,1.0,0,0,3,8,126.35,74.32,1978,0,98023,47.3129,-122.39,0,1,2014,7,verao,0,0
2331300505,2014-06-13,822500.0,5,3.5,215.54,460.8,2.0,0,0,5,7,159.79,55.74,1926,0,98103,47.6763,-122.352,1,1,2014,6,verao,1,0
7853210060,2015-04-06,430000.0,4,2.5,192.31,400.41,2.0,0,0,3,7,192.31,0.0,2004,0,98065,47.5319,-121.85,0,0,2015,4,primavera,0,0
3668000070,2015-01-05,212000.0,3,1.75,98.48,731.61,1.0,0,0,4,7,98.48,0.0,1986,0,98092,47.2761,-122.152,0,0,2015,1,inverno,1,0
9545240070,2015-04-28,660500.0,4,2.25,186.74,892.15,1.0,0,0,3,8,133.78,52.95,1986,0,98027,47.5343,-122.054,0,1,2015,4,primavera,0,0
1243100136,2014-06-12,784000.0,3,3.5,366.97,10319.48,1.5,0,0,3,9,228.54,138.43,1989,0,98052,47.697,-122.072,0,1,2014,6,verao,0,0
8929000270,2014-05-12,453246.0,3,2.5,186.74,212.47,2.0,0,0,3,8,129.14,57.6,2014,0,98029,47.5517,-121.998,0,1,2014,5,primavera,0,0
2767602356,2015-01-26,675000.0,4,3.5,198.81,211.63,3.0,0,0,3,9,198.81,0.0,2005,0,98107,47.6734,-122.38,0,0,2015,1,inverno,0,0
921049315,2014-08-13,199000.0,3,1.75,122.63,1615.58,1.0,0,0,4,7,122.63,0.0,1956,0,98003,47.3257,-122.296,0,0,2014,8,verao,1,0
3655000070,2014-08-05,220000.0,4,1.75,187.66,728.36,1.0,0,0,3,7,93.83,93.83,1968,0,98003,47.3309,-122.299,0,1,2014,8,verao,0,0
4027700812,2014-05-29,452000.0,4,2.25,240.62,929.22,1.0,0,0,4,8,124.49,116.13,1968,0,98028,47.7689,-122.266,0,1,2014,5,primavera,1,0
3992700335,2014-07-07,382500.0,2,1.0,110.55,412.49,1.0,0,0,3,6,110.55,0.0,1981,0,98125,47.7135,-122.287,0,0,2014,7,verao,0,0
2767603505,2014-05-07,519950.0,3,2.25,108.7,116.04,3.0,0,0,3,8,108.7,0.0,2014,0,98107,47.6722,-122.381,0,0,2014,5,primavera,0,0
4232901525,2014-06-27,665000.0,2,1.0,103.12,297.29,1.0,0,0,3,7,103.12,0.0,1925,0,98119,47.6338,-122.358,1,0,2014,6,verao,0,0
1777500060,2014-07-08,527700.0,5,2.5,261.99,870.97,1.0,0,0,4,8,144.0,117.99,1968,0,98006,47.5707,-122.128,0,1,2014,7,verao,1,0
1432900240,2015-05-08,205000.0,3,1.0,149.57,797.02,1.0,0,0,4,7,93.83,55.74,1962,0,98058,47.4563,-122.171,0,1,2015,5,primavera,1,0
6140100875,2015-04-15,420000.0,3,1.0,98.48,752.24,1.0,0,0,4,7,87.33,11.15,1923,0,98133,47.7144,-122.351,1,1,2015,4,primavera,1,0
6071600370,2015-02-27,500000.0,4,2.25,188.59,791.26,1.0,0,0,4,8,128.21,60.39,1961,0,98006,47.5495,-122.174,0,1,2015,2,inverno,1,0
1526069017,2014-12-03,921500.0,4,2.5,340.95,29299.2,2.0,0,0,4,9,340.95,0.0,1994,0,98077,47.7421,-122.026,0,0,2014,12,inverno,1,0
809001525,2014-06-25,890000.0,4,1.0,236.9,371.61,2.0,0,0,3,8,220.18,16.72,1905,0,98109,47.6354,-122.353,1,1,2014,6,verao,0,0
3224079105,2014-08-06,430000.0,2,2.5,224.83,5665.6,2.0,0,0,3,7,224.83,0.0,2007,0,98027,47.5262,-121.943,0,0,2014,8,verao,0,0
8075400570,2014-10-30,258000.0,5,2.0,209.96,1161.29,1.0,0,0,4,8,104.98,104.98,1960,0,98032,47.3887,-122.286,0,1,2014,10,outono,1,0
1994200024,2014-11-04,511000.0,3,1.0,132.85,320.98,1.0,0,0,3,7,91.04,41.81,1947,0,98103,47.6873,-122.336,1,1,2014,11,outono,0,0
3362900810,2014-08-20,532170.0,3,2.0,126.35,287.07,2.0,0,0,3,8,126.35,0.0,1990,0,98103,47.6838,-122.353,0,0,2014,8,verao,0,0
1324300398,2015-04-09,560000.0,3,1.0,103.12,464.52,1.5,0,0,3,7,103.12,0.0,1947,0,98107,47.655,-122.359,1,0,2015,4,primavera,0,0
537000445,2015-03-31,282950.0,3,1.0,116.13,761.8,1.0,0,0,4,7,116.13,0.0,1954,0,98003,47.3255,-122.304,1,0,2015,3,primavera,1,0
7855801670,2015-04-01,2250000.0,4,3.25,481.24,1844.13,2.0,0,3,3,12,328.88,152.36,2006,0,98006,47.562,-122.162,0,1,2015,4,primavera,0,1
7920100045,2014-05-16,350000.0,1,1.0,65.03,473.81,1.0,0,0,3,7,65.03,0.0,1942,0,98115,47.679,-122.3,1,0,2014,5,primavera,0,0
8960000030,2014-07-28,215000.0,3,1.0,109.63,712.47,1.0,0,0,4,7,109.63,0.0,1967,0,98058,47.4479,-122.176,0,0,2014,7,verao,1,0
6388930390,2014-11-20,650000.0,5,3.5,367.9,2345.34,2.0,0,0,3,9,232.26,135.64,1996,0,98056,47.525,-122.172,0,1,2014,11,outono,0,0
8731900200,2014-08-07,320000.0,4,2.75,245.26,696.77,1.0,0,0,3,8,150.5,94.76,1967,0,98023,47.3135,-122.369,0,1,2014,8,verao,0,0
8029200135,2014-11-13,247000.0,3,2.0,117.99,668.72,1.5,0,0,3,7,117.99,0.0,1916,2013,98022,47.2086,-121.996,1,0,2014,11,outono,0,0
